id	narrative	1	2	3	pred	act
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.073126917	0.017071295	0.909801788	3	3
		0.921262305	0.003178892	0.075558803	1	1
		0.022677041	0.005293898	0.972029061	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.738887847	0.003915625	0.257196528	1	1
		0.040923173	0.310818336	0.648258491	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.539209824	0.00912658	0.451663596	1	3
		0.070593453	0.01018017	0.919226377	3	3
		0.027461611	0.006410844	0.966127545	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.062010156	0.509374043	0.428615801	2	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.018914308	0.024368246	0.956717446	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.082756787	0.866631507	0.050611705	2	3
		0.019299384	0.004505393	0.976195223	3	3
		0.068341044	0.012117509	0.919541447	3	3
		0.020322438	0.004744222	0.97493334	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.89060624	0.012910934	0.096482826	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.026030925	0.004474468	0.969494607	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.024167766	0.0049139	0.970918335	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.054222115	0.535379706	0.410398179	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.056612692	0.010037962	0.933349346	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.074042507	0.017285038	0.908672456	3	3
		0.070838336	0.012560302	0.916601362	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020322438	0.004744222	0.97493334	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.030078965	0.835260131	0.134660904	2	2
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.02734888	0.006384527	0.966266592	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.038031834	0.037215476	0.92475269	3	3
		0.186870846	0.008955022	0.804174132	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.66556705	0.004606167	0.329826783	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.084113004	0.01443222	0.901454776	3	3
		0.04249579	0.63586063	0.321643579	2	1
		0.047021964	0.006930431	0.946047604	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.463601881	0.013063378	0.523334741	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.496686204	0.355163815	0.148149981	1	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.043409435	0.010133824	0.946456741	3	1
		0.038238889	0.004418384	0.957342727	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.213351506	0.009822046	0.776826448	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.932261212	0.001886537	0.065852251	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.881518909	0.00323815	0.115242942	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.02231283	0.005208874	0.972478295	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.02004259	0.158128815	0.821828596	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.122473925	0.80784487	0.069681204	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.130956875	0.007625897	0.861417227	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	1
		0.038940853	0.226353174	0.734705973	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.289742725	0.059491939	0.650765336	3	1
		0.064797667	0.137642036	0.797560298	3	2
		0.419339277	0.033735889	0.546924834	3	1
		0.037466782	0.625544659	0.336988559	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.040626606	0.663457302	0.295916092	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.047021964	0.006930431	0.946047604	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.077682641	0.018134818	0.904182542	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020049754	0.004680565	0.975269682	3	3
		0.021380988	0.004991338	0.973627674	3	3
		0.107025061	0.018976548	0.873998391	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.30589511	0.005091267	0.689013623	3	3
		0.926551474	0.00271201	0.070736516	1	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.021380988	0.004991338	0.973627674	3	3
		0.020049754	0.004680565	0.975269682	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.289546712	0.016860921	0.693592367	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.070049705	0.532039212	0.397911083	2	2
		0.021075473	0.019209138	0.95971539	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020049754	0.004680565	0.975269682	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.030108626	0.016748681	0.953142693	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.084113004	0.01443222	0.901454776	3	3
		0.041256452	0.007315156	0.951428391	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.018914308	0.024368246	0.956717446	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.02231283	0.005208874	0.972478295	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.04702137	0.597081687	0.355896942	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.051493903	0.009130352	0.939375745	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.056226441	0.488490744	0.455282814	2	2
		0.191677664	0.029244465	0.779077872	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.950728614	0.001171073	0.048100313	1	1
		0.02190032	0.066442042	0.911657638	3	2
		0.019299384	0.004505393	0.976195223	3	3
		0.02734888	0.006384527	0.966266592	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.11187023	0.006514441	0.881615329	3	3
		0.109267407	0.025508202	0.865224391	3	1
		0.11187023	0.006514441	0.881615329	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.045190428	0.008012687	0.946796884	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.01861004	0.076151542	0.905238419	3	3
		0.088080933	0.013371306	0.898547761	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.02734888	0.006384527	0.966266592	3	3
		0.475735032	0.429343617	0.094921351	1	3
		0.026334436	0.006147708	0.967517856	3	3
		0.079690393	0.009874538	0.91043507	3	3
		0.047021964	0.006930431	0.946047604	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.017324618	0.106367119	0.876308262	3	3
		0.122666252	0.006435252	0.870898495	3	1
		0.020049754	0.004680565	0.975269682	3	3
		0.029129336	0.004460233	0.96641043	3	3
		0.021380988	0.004991338	0.973627674	3	3
		0.058324287	0.746329285	0.195346429	2	3
		0.019299384	0.004505393	0.976195223	3	3
		0.159309348	0.009276922	0.83141373	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.024589772	0.005740421	0.969669807	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020049754	0.004680565	0.975269682	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019265904	0.006232334	0.974501761	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.688505139	0.023243479	0.288251382	1	3
		0.02450827	0.158291473	0.817200257	3	2
		0.019299384	0.004505393	0.976195223	3	3
		0.014918646	0.230471204	0.75461015	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.06408198	0.004299659	0.931618361	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.131000828	0.006872497	0.862126675	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.145760823	0.016101052	0.838138125	3	2
		0.079084494	0.408021273	0.512894233	3	3
		0.034516787	0.08326049	0.882222722	3	3
		0.039100598	0.010159451	0.950739951	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.070477379	0.011807693	0.917714928	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.028826191	0.006729402	0.964444407	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.105915517	0.006167686	0.887916798	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.027876685	0.006507742	0.965615573	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.084909502	0.489819577	0.42527092	2	2
		0.039227167	0.006955345	0.953817488	3	3
		0.044104922	0.222359227	0.733535851	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.02231283	0.005208874	0.972478295	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.085982598	0.008383264	0.905634138	3	1
		0.019165428	0.011415081	0.969419491	3	2
		0.039227167	0.006955345	0.953817488	3	1
		0.056612692	0.010037962	0.933349346	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020014196	0.006445741	0.973540063	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.092623283	0.119331191	0.788045526	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.561183579	0.026892431	0.41192399	1	1
		0.019200565	0.009602608	0.971196826	3	3
		0.036685409	0.696105396	0.267209195	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.021380988	0.004991338	0.973627674	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019254672	0.006811706	0.973933622	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.027461611	0.006410844	0.966127545	3	3
		0.019845684	0.839108074	0.141046242	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.056612692	0.010037962	0.933349346	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.04071605	0.007219338	0.952064612	3	3
		0.058675053	0.010403638	0.930921309	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.02231283	0.005208874	0.972478295	3	3
		0.032127145	0.007500002	0.960372853	3	3
		0.045190428	0.008012687	0.946796884	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.026334436	0.006147708	0.967517856	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.030626026	0.133025951	0.836348023	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.026263624	0.10034436	0.873392015	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.492431054	0.283555737	0.224013209	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.812555663	0.027431342	0.160012994	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.033632436	0.105147315	0.861220249	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.021097011	0.004925044	0.973977944	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.11488508	0.006690003	0.878424918	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.022483996	0.640865174	0.33665083	2	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.056612692	0.010037962	0.933349346	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.152283641	0.836142998	0.011573361	2	3
		0.136253497	0.015894079	0.847852425	3	3
		0.163680116	0.032354546	0.803965339	3	3
		0.058713628	0.010410477	0.930875894	3	3
		0.537348328	0.01254734	0.450104332	1	3
		0.019299384	0.004505393	0.976195223	3	3
		0.00230113	0.975081092	0.022617778	2	2
		0.122666252	0.006435252	0.870898495	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.037652727	0.004421076	0.957926196	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.018914308	0.024368246	0.956717446	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.338438312	0.587347106	0.074214582	2	3
		0.021115119	0.004929272	0.97395561	3	3
		0.045063264	0.010519906	0.94441683	3	3
		0.048240575	0.235109969	0.716649456	3	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.061865871	0.469881627	0.468252502	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.021380988	0.004991338	0.973627674	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.020078635	0.794830991	0.185090374	2	3
		0.028677959	0.01988674	0.951435301	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.056612692	0.010037962	0.933349346	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.79297812	0.004920458	0.202101422	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019266436	0.006204919	0.974528646	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.018914308	0.024368246	0.956717446	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.017703073	0.264044722	0.718252206	3	3
		0.220774725	0.039145431	0.740079844	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.020049754	0.004680565	0.975269682	3	3
		0.026334436	0.006147708	0.967517856	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.728944256	0.008756295	0.262299449	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.043350969	0.007686534	0.948962497	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.702792901	0.005813313	0.291393786	1	1
		0.039481749	0.389835902	0.57068235	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.032216256	0.156430105	0.811353639	3	3
		0.019133999	0.013036217	0.967829784	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	2
		0.016398292	0.244583671	0.739018037	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.071881612	0.008046737	0.920071651	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.243666849	0.010344215	0.745988936	3	3
		0.064291033	0.01320067	0.922508297	3	3
		0.191677664	0.029244465	0.779077872	3	3
		0.026282577	0.008104827	0.965612596	3	1
		0.019299384	0.004505393	0.976195223	3	3
		0.789764623	0.110421913	0.099813465	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.08108926	0.467781651	0.451129089	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019246396	0.007238581	0.973515023	3	3
		0.029129336	0.004460233	0.96641043	3	3
		0.11187023	0.006514441	0.881615329	3	3
		0.020035953	0.004677343	0.975286704	3	3
		0.035504493	0.722568589	0.241926917	2	2
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.026334436	0.006147708	0.967517856	3	3
		0.021380988	0.004991338	0.973627674	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.957071625	0.008939363	0.033989012	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.024213368	0.136232728	0.839553905	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.026334436	0.006147708	0.967517856	3	3
		0.039227167	0.006955345	0.953817488	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.862548005	0.016969994	0.120482001	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
		0.026891316	0.004647887	0.968460797	3	3
		0.783181749	0.013146472	0.203671779	1	1
		0.019299384	0.004505393	0.976195223	3	3
		0.019299384	0.004505393	0.976195223	3	3
